Produced qty	Material	Registration date	Batch
122972.00000	7256922	2015-02-25 00:00:00	198489
608978.00000	7256906	2015-03-26 00:00:00	172319
1826324.00000	7254180	2015-01-28 00:00:00	290258
1290945.00000	7256906	2015-03-26 00:00:00	370776
509360.00000	7256620	2015-03-16 00:00:00	417807
101034.00000	7263708	2015-03-17 00:00:00	417807
800802.00000	7257260	2015-03-16 00:00:00	417807
1127700.00000	7244002	2015-01-28 00:00:00	144909
681032.00000	7257147	2015-03-26 00:00:00	185828
344878.00000	7257724	2015-03-26 00:00:00	185828
168700.00000	7256906	2015-03-26 00:00:00	185828
1407762.00000	7253389	2015-01-28 00:00:00	41272
887103.00000	7259212	2015-01-28 00:00:00	391121
1136726.00000	7243502	2015-01-28 00:00:00	276162
761157.00000	7257724	2015-03-26 00:00:00	305741
263954.00000	7256906	2015-03-30 00:00:00	305741
914974.00000	7522568	2015-02-16 00:00:00	9093
212761.00000	7256892	2015-03-16 00:00:00	304786
36512.00000	7256620	2015-03-19 00:00:00	304786
262513.00000	7263708	2015-03-17 00:00:00	304786
687447.00000	7257260	2015-03-19 00:00:00	304786
1472238.00000	7244002	2015-01-28 00:00:00	470817
238647.00000	7257309	2015-03-30 00:00:00	428554
648209.00000	7257171	2015-03-30 00:00:00	428554
302459.00000	7256906	2015-03-30 00:00:00	428554
1159536.00000	7253400	2015-01-28 00:00:00	16856
919704.00000	7259212	2015-01-28 00:00:00	98874
1530795.00000	7248687	2015-01-28 00:00:00	479873
284260.00000	7257309	2015-03-30 00:00:00	496842
31112.00000	7257171	2015-04-08 00:00:00	496842
459767.00000	7256906	2015-04-07 00:00:00	496842
618534.00000	7257422	2015-03-30 00:00:00	496842
198747.00000	7522568	2015-02-19 00:00:00	511850
116888.00000	7529759	2015-02-17 00:00:00	511850
158870.00000	7530153	2015-02-16 00:00:00	511850
340423.00000	7528787	2015-02-17 00:00:00	511850
506110.00000	7256620	2015-03-19 00:00:00	287722
652702.00000	7261543	2015-03-31 00:00:00	287722
1868950.00000	7244002	2015-01-28 00:00:00	528895
1284236.00000	7259212	2015-01-28 00:00:00	169689
1285078.00000	7259212	2016-01-27 00:00:00	169689
1215260.00000	7253400	2015-01-28 00:00:00	472594
625837.00000	7256868	2015-04-08 00:00:00	196837
546561.00000	7257171	2015-04-08 00:00:00	196837
1541083.00000	7248687	2015-01-28 00:00:00	188056
6323.00000	7256868	2015-04-08 00:00:00	32857
829558.00000	7257546	2015-04-14 00:00:00	32857
502320.00000	7257465	2015-03-09 00:00:00	247632
143263.00000	7257600	2015-03-10 00:00:00	247632
381224.00000	7256973	2015-03-09 00:00:00	247632
549146.00000	7256485	2015-03-09 00:00:00	247632
1118664.00000	7244002	2015-01-28 00:00:00	236487
971651.00000	7259212	2015-02-13 00:00:00	46914
1104038.00000	7253400	2015-01-28 00:00:00	165698
590564.00000	7257546	2015-04-14 00:00:00	250302
1050328.00000	7533535	2015-05-27 00:00:00	211995
444892.00000	7530056	2016-01-05 00:00:00	102252
524112.00000	7257066	2015-03-10 00:00:00	102252
1367580.00000	7257546	2015-04-14 00:00:00	405845
248561.00000	7256914	2015-03-10 00:00:00	40288
1038911.00000	7257120	2015-03-12 00:00:00	40288
163467.00000	7257600	2015-03-10 00:00:00	40288
1711423.00000	7244002	2015-02-06 00:00:00	5509
769393.00000	7243529	2015-02-13 00:00:00	289582
525497.00000	7257139	2015-03-24 00:00:00	505146
78700.00000	7256833	2015-03-24 00:00:00	505146
428402.00000	7258658	2015-03-24 00:00:00	505146
806066.00000	7257546	2015-04-14 00:00:00	161330
94445.00000	7533411	2015-04-24 00:00:00	256967
524317.00000	7533535	2015-06-09 00:00:00	256967
1112514.00000	7530056	2016-03-10 00:00:00	270668
139432.00000	7257066	2015-03-10 00:00:00	270668
297675.00000	7256639	2015-03-13 00:00:00	270668
823841.00000	7257546	2015-04-14 00:00:00	140688
992337.00000	7257120	2015-03-12 00:00:00	236877
1973416.00000	7244002	2015-02-06 00:00:00	175737
199020.00000	7257546	2015-04-14 00:00:00	81504
273898.00000	7257171	2015-04-13 00:00:00	81504
236056.00000	7256817	2015-04-13 00:00:00	81504
610346.00000	7257139	2015-03-24 00:00:00	403115
198063.00000	7257163	2015-03-25 00:00:00	403115
375167.00000	7256833	2015-03-24 00:00:00	403115
1209245.00000	7256817	2015-04-13 00:00:00	338820
1470796.00000	7259646	2015-02-06 00:00:00	315691
1065045.00000	7256817	2015-04-13 00:00:00	68393
119449.00000	7256906	2015-04-22 00:00:00	68393
1702508.00000	7257120	2015-03-12 00:00:00	266421
1756339.00000	7255853	2015-02-06 00:00:00	267252
1343301.00000	7255861	2015-04-26 00:00:00	285753
28534.00000	7255861	2015-04-26 00:00:00	285753
1195743.00000	7259212	2015-02-13 00:00:00	350153
398214.00000	7257163	2015-04-07 00:00:00	71680
280953.00000	7257163	2015-03-25 00:00:00	71680
770184.00000	7256906	2015-04-22 00:00:00	508326
9558.00000	7509217	2015-09-07 00:00:00	434273
1097802.00000	7532067	2016-02-08 00:00:00	434273
423179.00000	7532555	2016-03-30 00:00:00	434273
191092.00000	7532555	2016-05-02 00:00:00	434273
102351.00000	7532512	2016-03-09 00:00:00	434273
31402.00000	7532075	2016-02-24 00:00:00	434273
1152470.00000	7532148	2015-09-09 00:00:00	434273
2033435.00000	7248687	2015-02-06 00:00:00	160120
957286.00000	7256906	2015-04-22 00:00:00	330178
1132322.00000	7261543	2015-03-31 00:00:00	468354
322342.00000	7263732	2015-03-31 00:00:00	468354
1034504.00000	7244002	2015-02-06 00:00:00	167425
697712.00000	7259212	2015-02-13 00:00:00	196387
835995.00000	7253389	2015-02-13 00:00:00	289268
873315.00000	7256906	2015-04-22 00:00:00	67145
1046957.00000	7257120	2015-03-12 00:00:00	526705
612493.00000	7256906	2015-04-23 00:00:00	494896
467432.00000	7256906	2015-04-22 00:00:00	494896
1233711.00000	7522568	2015-02-19 00:00:00	525957
342424.00000	7256620	2015-03-31 00:00:00	452484
1386948.00000	7263732	2015-03-31 00:00:00	452484
1990807.00000	7244002	2015-02-06 00:00:00	507714
824670.00000	7253400	2015-02-13 00:00:00	484700
1055745.00000	7256906	2015-04-23 00:00:00	283535
1893256.00000	7256914	2015-03-20 00:00:00	215871
150914.00000	7257120	2015-03-12 00:00:00	215871
1294827.00000	7244002	2015-02-06 00:00:00	116812
582197.00000	7253400	2015-02-13 00:00:00	344158
952618.00000	7256906	2015-04-23 00:00:00	490308
190627.00000	7257392	2015-03-13 00:00:00	250937
193967.00000	7256612	2015-03-13 00:00:00	250937
45355.00000	7256825	2015-03-20 00:00:00	250937
327356.00000	7256477	2015-04-01 00:00:00	250937
106996.00000	7256639	2015-03-13 00:00:00	250937
495617.00000	7256639	2015-03-20 00:00:00	250937
487263.00000	7522568	2015-02-25 00:00:00	266084
265389.00000	7529538	2015-02-24 00:00:00	266084
224411.00000	7529503	2015-02-23 00:00:00	266084
1132688.00000	7255853	2015-02-06 00:00:00	241753
2139266.00000	7255861	2015-04-27 00:00:00	174764
1437611.00000	7253400	2015-02-13 00:00:00	158726
682211.00000	7256906	2015-04-23 00:00:00	225686
1746046.00000	7248687	2015-02-06 00:00:00	96326
1508596.00000	7253400	2015-02-13 00:00:00	149640
898483.00000	7256906	2015-04-29 00:00:00	419275
456933.00000	7256906	2015-04-23 00:00:00	419275
1203309.00000	7243502	2015-02-06 00:00:00	271349
351183.00000	7257414	2015-04-07 00:00:00	325561
695778.00000	7256922	2015-04-07 00:00:00	325561
1623606.00000	7221266	2015-02-06 00:00:00	292381
1274059.00000	7256248	2015-05-03 00:00:00	348966
1364545.00000	7256922	2015-04-07 00:00:00	170929
175170.00000	7532164	2016-02-03 00:00:00	365200
177281.00000	7532164	2016-03-10 00:00:00	365200
39460.00000	7509217	2015-06-18 00:00:00	365200
157647.00000	7532423	2016-02-03 00:00:00	365200
542296.00000	7532148	2015-06-08 00:00:00	365200
947379.00000	7239602	2015-02-18 00:00:00	293518
1249522.00000	7243529	2015-02-13 00:00:00	171493
281656.00000	7256892	2015-04-07 00:00:00	419238
300290.00000	7256620	2015-03-31 00:00:00	419238
788249.00000	7257260	2015-04-01 00:00:00	419238
2030172.00000	7244002	2015-02-06 00:00:00	142300
1204001.00000	7243529	2015-02-13 00:00:00	184196
1019236.00000	7256922	2015-04-07 00:00:00	455980
1242591.00000	7221266	2015-02-26 00:00:00	285100
128214.00000	7256248	2015-05-10 00:00:00	236512
1363102.00000	7256248	2015-05-10 00:00:00	236512
1477483.00000	7256922	2015-04-07 00:00:00	10475
1999506.00000	7533110	2015-04-30 00:00:00	404407
1715309.00000	7248687	2015-02-06 00:00:00	300810
650546.00000	7252501	2015-02-13 00:00:00	70903
147962.00000	7256892	2015-04-07 00:00:00	122193
1692115.00000	7262779	2015-04-08 00:00:00	122193
2147090.00000	7244002	2015-02-06 00:00:00	75347
1120852.00000	7252501	2015-02-13 00:00:00	505639
1420676.00000	7256922	2015-04-07 00:00:00	270910
1312803.00000	7255853	2015-02-26 00:00:00	339960
826576.00000	7255861	2015-05-09 00:00:00	3634
98300.00000	7255861	2015-05-09 00:00:00	3634
152463.00000	7256922	2015-04-07 00:00:00	411945
1231205.00000	7256922	2015-04-09 00:00:00	411945
1765708.00000	7533586	2015-05-11 00:00:00	311919
227932.00000	7533535	2015-06-02 00:00:00	311919
1695824.00000	7248687	2015-02-13 00:00:00	4174
1351873.00000	7252501	2015-02-13 00:00:00	223349
174816.00000	7256892	2015-04-08 00:00:00	346174
102717.00000	7256892	2015-04-13 00:00:00	346174
548693.00000	7256620	2015-04-08 00:00:00	346174
830118.00000	7262779	2015-04-08 00:00:00	346174
1145972.00000	7244002	2015-02-13 00:00:00	388640
1053123.00000	7252501	2015-02-13 00:00:00	153410
702538.00000	7257163	2015-04-07 00:00:00	245880
872021.00000	7221266	2015-03-06 00:00:00	444487
1900035.00000	7256248	2015-05-20 00:00:00	279948
279158.00000	7257562	2015-04-16 00:00:00	146158
1073468.00000	7256922	2015-04-09 00:00:00	146158
580815.00000	7533136	2015-05-18 00:00:00	172557
249387.00000	7533535	2015-06-19 00:00:00	172557
1835739.00000	7248687	2015-02-13 00:00:00	315205
911090.00000	7256906	2015-04-29 00:00:00	287188
74772.00000	7256892	2015-04-13 00:00:00	339631
274577.00000	7257597	2015-05-08 00:00:00	339631
867930.00000	7261543	2015-05-12 00:00:00	339631
2011218.00000	7244002	2015-02-13 00:00:00	231955
1387544.00000	7259212	2015-02-13 00:00:00	238728
966764.00000	7257163	2015-04-07 00:00:00	441345
188441.00000	7257163	2015-04-09 00:00:00	441345
1130541.00000	7257163	2015-04-09 00:00:00	30507
60002.00000	7257163	2015-04-13 00:00:00	30507
465283.00000	7256477	2015-04-01 00:00:00	311215
926887.00000	7263759	2015-04-07 00:00:00	311215
960498.00000	7256906	2015-04-29 00:00:00	294217
259300.00000	7257597	2015-05-12 00:00:00	44467
886496.00000	7261543	2015-05-12 00:00:00	44467
1575003.00000	7244002	2015-02-13 00:00:00	238614
1532098.00000	7259212	2015-02-18 00:00:00	226926
1492303.00000	7257163	2015-04-13 00:00:00	413725
1520843.00000	7253389	2015-02-26 00:00:00	533833
1203660.00000	7256914	2015-03-20 00:00:00	383543
138086.00000	7256906	2015-04-30 00:00:00	442017
1176151.00000	7256906	2015-04-29 00:00:00	442017
629745.00000	7522568	2015-03-05 00:00:00	307386
821104.00000	7257457	2015-05-18 00:00:00	329042
58898.00000	7257597	2015-05-12 00:00:00	329042
8575.00000	7531435	2015-07-10 00:00:00	329042
157706.00000	7507933	2015-09-28 00:00:00	329042
204931.00000	7507933	2015-08-12 00:00:00	329042
18115.00000	7530412	2015-09-09 00:00:00	329042
17807.00000	7530412	2015-07-10 00:00:00	329042
156686.00000	7530889	2015-08-21 00:00:00	329042
854399.00000	7244002	2015-02-13 00:00:00	460007
1411484.00000	7259212	2015-02-26 00:00:00	301586
112514.00000	7257163	2015-04-13 00:00:00	145160
872769.00000	7257562	2015-04-16 00:00:00	145160
1372783.00000	7253400	2015-02-26 00:00:00	224838
656358.00000	7256914	2015-03-20 00:00:00	6458
655287.00000	7256485	2015-03-20 00:00:00	6458
1410727.00000	7256906	2015-04-30 00:00:00	128366
535235.00000	7522568	2015-03-11 00:00:00	457327
93372.00000	7529759	2015-03-11 00:00:00	457327
223831.00000	7528787	2015-03-10 00:00:00	457327
435621.00000	7257252	2015-05-12 00:00:00	512075
517367.00000	7256434	2015-05-13 00:00:00	512075
134411.00000	7268750	2015-05-13 00:00:00	512075
235945.00000	7258771	2015-05-12 00:00:00	512075
2164133.00000	7244002	2015-02-18 00:00:00	29577
600805.00000	7259212	2015-02-26 00:00:00	354746
774522.00000	7257562	2015-04-16 00:00:00	411071
1068353.00000	7253400	2015-02-26 00:00:00	530630
1192611.00000	7533535	2015-06-03 00:00:00	480255
610136.00000	7533535	2015-06-02 00:00:00	480255
1125388.00000	7533535	2015-06-16 00:00:00	480255
274450.00000	7256981	2015-03-20 00:00:00	388452
1237589.00000	7256485	2015-03-20 00:00:00	388452
81407.00000	7256787	2015-04-30 00:00:00	461486
840792.00000	7256906	2015-04-30 00:00:00	461486
1218425.00000	7257120	2015-04-14 00:00:00	309979
1671061.00000	7244002	2015-02-26 00:00:00	446648
645482.00000	7259212	2015-02-26 00:00:00	35081
344437.00000	7257562	2015-04-17 00:00:00	456427
783303.00000	7257562	2015-04-16 00:00:00	456427
1084785.00000	7257562	2015-04-17 00:00:00	141924
521687.00000	7533128	2015-07-06 00:00:00	516862
458266.00000	7533411	2015-06-09 00:00:00	516862
1221919.00000	7533535	2015-07-06 00:00:00	516862
1079510.00000	7533535	2015-06-19 00:00:00	516862
208909.00000	7533535	2015-08-04 00:00:00	516862
174473.00000	7256914	2015-03-20 00:00:00	475901
329421.00000	7257600	2015-04-01 00:00:00	475901
80322.00000	7257600	2015-04-14 00:00:00	475901
427836.00000	7257600	2015-03-20 00:00:00	475901
141385.00000	7256973	2015-03-20 00:00:00	475901
22048.00000	7256809	2015-03-20 00:00:00	475901
287045.00000	7257325	2015-04-01 00:00:00	475901
191117.00000	7256981	2015-03-20 00:00:00	475901
546508.00000	7256787	2015-04-30 00:00:00	322494
773398.00000	7256906	2015-05-11 00:00:00	322494
1459666.00000	7257120	2015-04-14 00:00:00	89787
225934.00000	7256701	2015-04-14 00:00:00	89787
2147331.00000	7244002	2015-02-26 00:00:00	384271
1535901.00000	7259212	2015-02-26 00:00:00	130002
946741.00000	7257562	2015-04-17 00:00:00	201497
958897.00000	7257562	2015-04-17 00:00:00	178546
1941766.00000	7243502	2015-02-26 00:00:00	41661
1460122.00000	7256906	2015-05-11 00:00:00	436616
175885.00000	7256914	2015-04-14 00:00:00	122683
240517.00000	7256701	2015-04-14 00:00:00	122683
235871.00000	7257600	2015-04-14 00:00:00	122683
346567.00000	7256973	2015-04-14 00:00:00	122683
603803.00000	7257325	2015-04-14 00:00:00	122683
1052349.00000	7244002	2015-02-26 00:00:00	73881
1459258.00000	7259212	2015-03-06 00:00:00	469426
1093945.00000	7257562	2015-04-17 00:00:00	115388
1369089.00000	7256906	2015-05-11 00:00:00	456449
1793847.00000	7239602	2015-02-26 00:00:00	467680
1383668.00000	7243529	2015-03-06 00:00:00	48256
176687.00000	7256914	2015-04-14 00:00:00	478307
1131376.00000	7256485	2015-04-14 00:00:00	478307
1625694.00000	7244002	2015-02-26 00:00:00	307566
725090.00000	7248555	2015-03-06 00:00:00	23580
1190342.00000	7263694	2015-02-26 00:00:00	478088
639327.00000	7256906	2015-05-11 00:00:00	265144
1852208.00000	7248687	2015-02-26 00:00:00	8383
665763.00000	7243529	2015-03-06 00:00:00	398266
828609.00000	7256914	2015-04-14 00:00:00	20517
385194.00000	7256485	2015-04-14 00:00:00	20517
1706238.00000	7244002	2015-02-26 00:00:00	60719
1429905.00000	7243529	2015-03-06 00:00:00	528855
1417332.00000	7257562	2015-04-17 00:00:00	505769
159936.00000	7257147	2015-05-18 00:00:00	230894
724952.00000	7257015	2015-05-11 00:00:00	230894
235539.00000	7256906	2015-05-11 00:00:00	230894
491078.00000	7533110	2015-07-09 00:00:00	388187
37458.00000	7533616	2015-07-09 00:00:00	388187
531261.00000	7533624	2015-07-09 00:00:00	388187
296134.00000	7533535	2015-08-14 00:00:00	388187
665517.00000	7533535	2015-07-09 00:00:00	388187
781382.00000	7533535	2015-08-04 00:00:00	388187
1297258.00000	7248687	2015-02-26 00:00:00	260158
703971.00000	7252501	2015-03-06 00:00:00	237982
497952.00000	7257457	2015-05-18 00:00:00	425258
522278.00000	7263732	2015-05-18 00:00:00	425258
1921166.00000	7244002	2015-02-26 00:00:00	266893
1303745.00000	7259212	2015-03-06 00:00:00	97305
255576.00000	7257562	2015-04-21 00:00:00	5653
660766.00000	7257562	2015-04-17 00:00:00	5653
391216.00000	7257147	2015-05-18 00:00:00	316390
899403.00000	7257015	2015-05-18 00:00:00	316390
1423484.00000	7248687	2015-02-26 00:00:00	423489
158272.00000	7257309	2015-05-18 00:00:00	262163
419472.00000	7257015	2015-05-18 00:00:00	262163
314374.00000	7256906	2015-05-18 00:00:00	262163
770438.00000	7263708	2015-05-18 00:00:00	428499
998136.00000	7263732	2015-05-18 00:00:00	428499
1256036.00000	7244002	2015-03-06 00:00:00	153904
1082807.00000	7259212	2015-03-06 00:00:00	179043
805976.00000	7257562	2015-04-21 00:00:00	478462
177949.00000	7256922	2015-04-27 00:00:00	478462
1240979.00000	7259212	2015-03-06 00:00:00	245480
1597633.00000	7533110	2015-07-09 00:00:00	3077
309588.00000	7533586	2015-04-14 00:00:00	3077
2108155.00000	7248687	2015-02-26 00:00:00	120095
391578.00000	7257309	2015-05-18 00:00:00	503845
429038.00000	7256817	2015-06-01 00:00:00	503845
369246.00000	7257422	2015-05-18 00:00:00	503845
1513534.00000	7237901	2015-03-06 00:00:00	64298
1414415.00000	7244002	2015-02-26 00:00:00	291318
700069.00000	7259212	2015-03-06 00:00:00	467783
1358044.00000	7256922	2015-04-27 00:00:00	290179
1292020.00000	7259212	2015-03-06 00:00:00	89850
135900.00000	7533128	2015-07-09 00:00:00	500226
64309.00000	7533128	2015-06-01 00:00:00	500226
53132.00000	7533128	2015-06-08 00:00:00	500226
982967.00000	7248687	2015-02-26 00:00:00	348637
1195241.00000	7256817	2015-06-01 00:00:00	196176
1340729.00000	7244002	2015-03-06 00:00:00	388417
1293527.00000	7256922	2015-04-27 00:00:00	195284
1261217.00000	7259212	2015-03-06 00:00:00	416911
1683955.00000	7248687	2015-02-26 00:00:00	271199
1411673.00000	7244002	2015-03-06 00:00:00	141994
764178.00000	7256922	2015-04-27 00:00:00	281693
303105.00000	7533128	2015-08-31 00:00:00	514179
130290.00000	7533128	2015-08-25 00:00:00	514179
531393.00000	7533144	2015-10-12 00:00:00	514179
601642.00000	7533136	2015-09-09 00:00:00	514179
175638.00000	7533136	2015-10-12 00:00:00	514179
111795.00000	7533624	2015-09-24 00:00:00	514179
233519.00000	7533411	2015-09-09 00:00:00	514179
416426.00000	7533535	2015-09-08 00:00:00	514179
174496.00000	7257392	2015-04-13 00:00:00	295543
482663.00000	7257392	2015-04-07 00:00:00	295543
345193.00000	7263759	2015-04-07 00:00:00	295543
404399.00000	7256639	2015-04-07 00:00:00	295543
2236192.00000	7255853	2015-03-06 00:00:00	417177
1810016.00000	7255861	2015-05-14 00:00:00	307089
614189.00000	7253400	2015-03-06 00:00:00	181531
1885896.00000	7248687	2015-03-06 00:00:00	121815
1657708.00000	7248687	2015-03-06 00:00:00	284452
516089.00000	7257392	2015-04-13 00:00:00	473173
735335.00000	7257066	2015-04-21 00:00:00	473173
207109.00000	7256639	2015-04-13 00:00:00	473173
753344.00000	7253400	2015-03-19 00:00:00	235411
1720677.00000	7255853	2015-03-19 00:00:00	486934
1601849.00000	7255861	2015-05-25 00:00:00	406123
453522.00000	7256868	2015-06-03 00:00:00	439328
422070.00000	7256817	2015-06-01 00:00:00	439328
120849.00000	7533128	2015-08-14 00:00:00	202208
148558.00000	7533136	2015-10-12 00:00:00	202208
1279245.00000	7533535	2015-09-14 00:00:00	202208
884297.00000	7533535	2015-08-31 00:00:00	202208
689378.00000	7533535	2015-09-28 00:00:00	202208
2039714.00000	7243502	2015-03-06 00:00:00	130270
154531.00000	7256868	2015-06-03 00:00:00	169009
839337.00000	7257147	2015-06-03 00:00:00	169009
315812.00000	7257422	2015-06-04 00:00:00	169009
206248.00000	7530870	2015-09-07 00:00:00	491200
115083.00000	7530870	2015-10-16 00:00:00	491200
369479.00000	7256914	2015-04-14 00:00:00	491200
391950.00000	7532792	2015-10-09 00:00:00	491200
20023.00000	7530650	2015-08-20 00:00:00	491200
19041.00000	7530650	2015-12-10 00:00:00	491200
29520.00000	7530650	2015-10-09 00:00:00	491200
6233.00000	7530650	2015-11-16 00:00:00	491200
11185.00000	7530650	2015-10-15 00:00:00	491200
13605.00000	7507895	2015-09-18 00:00:00	491200
4262.00000	7507895	2015-09-17 00:00:00	491200
22662.00000	7530650	2016-02-11 00:00:00	491200
1150443.00000	7244002	2015-03-06 00:00:00	138435
352609.00000	7257503	2015-06-03 00:00:00	217213
400067.00000	7256906	2015-06-03 00:00:00	217213
351223.00000	7257422	2015-06-04 00:00:00	217213
1511258.00000	7256922	2015-04-27 00:00:00	248110
1944273.00000	7255853	2015-03-19 00:00:00	311065
1965359.00000	7264305	2015-06-09 00:00:00	482805
100134.00000	7264305	2015-06-09 00:00:00	482805
853929.00000	7256906	2015-06-03 00:00:00	369743
1955244.00000	7264674	2015-03-06 00:00:00	239733
1155067.00000	7259212	2015-03-19 00:00:00	311300
352912.00000	7256914	2015-04-14 00:00:00	490002
681279.00000	7256809	2015-04-16 00:00:00	490002
1214697.00000	7244002	2015-03-06 00:00:00	369698
1004805.00000	7243529	2015-03-19 00:00:00	183176
439830.00000	7257562	2015-04-27 00:00:00	137060
710935.00000	7256922	2015-04-27 00:00:00	137060
2000816.00000	7255853	2015-03-26 00:00:00	470510
1846988.00000	7255861	2015-06-27 00:00:00	236628
62585.00000	7255861	2015-06-27 00:00:00	236628
177527.00000	7257589	2015-06-03 00:00:00	328082
1090614.00000	7256906	2015-06-03 00:00:00	328082
954287.00000	7533136	2015-08-19 00:00:00	149380
13347.00000	7533616	2015-11-09 00:00:00	149380
29420.00000	7533616	2015-11-11 00:00:00	149380
153671.00000	7533713	2015-11-20 00:00:00	149380
980177.00000	7533535	2015-09-25 00:00:00	149380
722937.00000	7533535	2015-09-30 00:00:00	149380
1113434.00000	7264674	2015-03-19 00:00:00	189154
1306756.00000	7259212	2015-03-19 00:00:00	376727
971792.00000	7256914	2015-04-16 00:00:00	190779
768438.00000	7256809	2015-04-16 00:00:00	190779
1585425.00000	7244002	2015-03-19 00:00:00	422434
1347764.00000	7248555	2015-03-19 00:00:00	315248
612624.00000	7257562	2015-04-27 00:00:00	207602
1117116.00000	7257589	2015-06-03 00:00:00	409322
279994.00000	7256817	2015-06-03 00:00:00	409322
764780.00000	7533535	2015-10-02 00:00:00	160102
191290.00000	7533535	2015-10-21 00:00:00	160102
1698501.00000	7533535	2015-10-09 00:00:00	160102
1581584.00000	7259646	2015-03-19 00:00:00	240416
630100.00000	7256817	2015-06-03 00:00:00	134740
261831.00000	7256817	2015-06-04 00:00:00	134740
839582.00000	7256914	2015-04-16 00:00:00	430653
178242.00000	7256914	2015-04-28 00:00:00	430653
580837.00000	7256981	2015-04-27 00:00:00	430653
1979002.00000	7244002	2015-03-19 00:00:00	155107
1162974.00000	7243499	2015-03-19 00:00:00	279168
660756.00000	7257562	2015-04-27 00:00:00	517597
243015.00000	7256922	2015-04-28 00:00:00	517597
548840.00000	7257147	2015-06-04 00:00:00	470645
676824.00000	7256817	2015-06-04 00:00:00	470645
308112.00000	7533136	2015-10-12 00:00:00	485132
443074.00000	7533136	2015-11-06 00:00:00	485132
672504.00000	7533535	2015-10-20 00:00:00	485132
2081996.00000	7239602	2015-03-19 00:00:00	433330
84041.00000	7257147	2015-06-04 00:00:00	505542
1039472.00000	7256906	2015-06-10 00:00:00	505542
179387.00000	7256914	2015-04-30 00:00:00	284650
175681.00000	7256914	2015-04-27 00:00:00	284650
303063.00000	7256914	2015-04-28 00:00:00	284650
531265.00000	7256485	2015-05-07 00:00:00	284650
1407998.00000	7255853	2015-03-19 00:00:00	186958
910833.00000	7255861	2015-05-29 00:00:00	450216
866889.00000	7243499	2015-03-19 00:00:00	18548
1527514.00000	7256922	2015-04-28 00:00:00	35079
767066.00000	7256906	2015-06-10 00:00:00	167764
386897.00000	7257066	2015-04-21 00:00:00	88827
849440.00000	7259557	2015-04-21 00:00:00	88827
6863.00000	7256639	2015-05-12 00:00:00	88827
672530.00000	7256906	2015-06-10 00:00:00	80036
589108.00000	7522568	2015-03-23 00:00:00	317890
4975.00000	7257392	2015-05-12 00:00:00	513902
148133.00000	7256612	2015-05-19 00:00:00	513902
796207.00000	7256477	2015-05-19 00:00:00	513902
483929.00000	7256639	2015-05-12 00:00:00	513902
1793810.00000	7244002	2015-03-19 00:00:00	145202
1454640.00000	7259212	2015-03-19 00:00:00	444525
242951.00000	7257562	2015-04-28 00:00:00	112674
137346.00000	7256922	2015-04-28 00:00:00	112674
529213.00000	7256922	2015-04-30 00:00:00	112674
190664.00000	7256922	2015-04-29 00:00:00	112674
695622.00000	7256906	2015-06-10 00:00:00	241825
561451.00000	7256906	2015-06-11 00:00:00	241825
1711887.00000	7248687	2015-03-19 00:00:00	237318
786018.00000	7256906	2015-06-11 00:00:00	129009
1005859.00000	7522568	2015-03-26 00:00:00	56118
315907.00000	7528787	2015-03-24 00:00:00	56118
1383694.00000	7257392	2015-05-29 00:00:00	348926
114672.00000	7256612	2015-05-19 00:00:00	348926
164489.00000	7256728	2015-05-19 00:00:00	348926
1030056.00000	7244002	2015-03-19 00:00:00	392642
1162445.00000	7259212	2015-03-19 00:00:00	159370
1089312.00000	7256922	2015-04-30 00:00:00	223704
1179308.00000	7256906	2015-06-11 00:00:00	195419
2021639.00000	7248687	2015-03-19 00:00:00	255204
747644.00000	7256906	2015-06-11 00:00:00	174464
416924.00000	7256914	2015-05-07 00:00:00	479598
907307.00000	7256485	2015-05-07 00:00:00	479598
1071096.00000	7244002	2015-03-19 00:00:00	145554
846031.00000	7259212	2015-03-26 00:00:00	224725
652283.00000	7256922	2015-04-30 00:00:00	257653
768358.00000	7256906	2015-06-11 00:00:00	382836
1836649.00000	7248687	2015-03-19 00:00:00	247148
27987.00000	7257309	2015-06-12 00:00:00	317131
540257.00000	7257422	2015-06-11 00:00:00	317131
689201.00000	7256906	2015-06-11 00:00:00	317131
2133038.00000	7256914	2015-05-07 00:00:00	497061
1058508.00000	7255853	2015-03-19 00:00:00	201073
1163039.00000	7255861	2015-06-02 00:00:00	274852
37370.00000	7255861	2015-06-02 00:00:00	274852
1057010.00000	7259212	2015-04-01 00:00:00	190632
986560.00000	7256922	2015-04-30 00:00:00	198120
335750.00000	7257309	2015-06-12 00:00:00	82030
458159.00000	7256817	2015-06-23 00:00:00	82030
3568270.00000	7533110	2015-10-07 00:00:00	310716
1095014.00000	7248687	2015-03-19 00:00:00	535856
978161.00000	7256817	2015-06-23 00:00:00	414700
346387.00000	7256914	2015-05-08 00:00:00	346564
185130.00000	7256914	2015-05-07 00:00:00	346564
140157.00000	7532792	2015-12-08 00:00:00	346564
465669.00000	7530650	2015-11-23 00:00:00	346564
1036924.00000	7255853	2015-03-19 00:00:00	385821
911243.00000	7255861	2015-06-08 00:00:00	278676
32949.00000	7255861	2015-06-08 00:00:00	278676
680674.00000	7259212	2015-04-01 00:00:00	370368
657569.00000	7263694	2015-03-19 00:00:00	480541
1219630.00000	7256817	2015-06-23 00:00:00	169011
