Material	Quantity	Batch
7171536	0	91609
7171536	3	91609
7171536	2	91609
7171536	2	305974
7171536	0	305974
7171536	1	305974
7171536	3	276507
7171536	0	276507
7171536	3	276507
7171536	3	79888
7171536	3	79888
7171536	1	79888
7171536	1	215692
7171536	2	215692
7171536	2	215692
7171536	1	471626
7171536	1	471626
7183445	1	217954
7191774	188	110598
7156600	4	170767
7171536	3	467862
7171536	0	467862
7171536	2	467862
7196890	11	55403
7146051	50	115356
7191278	1	457989
7191278	3	457989
7191278	2	457989
7191278	1	311378
7191278	0	311378
7191278	3	311378
7171536	1	183001
7171536	2	183001
7192982	15	496791
7191243	3	305359
7191243	0	305359
7191243	0	305359
7191243	3	305359
7191243	1	414183
7191243	3	414183
7191243	3	414183
7191243	3	414183
7191278	2	491874
7191278	2	491874
7191278	3	491874
7196890	11	209713
7166613	3	354809
7166613	0	354809
7191243	4	274040
7191243	0	274040
7191243	2	274040
7191243	2	274040
7193078	172	109730
7192986	199	376024
7191243	3	534862
7191243	2	534862
7191243	1	534862
7191243	3	534862
7171536	0	52547
7171536	0	52547
7171536	3	52547
7171536	3	18280
7171536	3	18280
7171536	1	18280
7191243	2	497923
7191243	2	497923
7191243	0	497923
7191243	1	497923
7171536	1	195773
7171536	1	195773
7171536	1	195773
7192929	6	424238
7171536	1	528905
7171536	2	528905
7171536	2	528905
7194692	1	524521
7193663	427	506522
7147023	1	485105
7147023	0	485105
7166605	2	534215
7166605	2	534215
7193192	353	145741
7191243	2	277685
7191243	2	277685
7191243	0	277685
7191243	3	277685
7171536	3	462053
7171536	1	462053
7171536	2	462053
7188315	101	360119
7191243	3	487900
7191243	3	487900
7191243	0	487900
7191243	3	487900
7171536	1	479329
7171536	0	479329
7171536	3	479329
7146051	17	230069
7171536	3	153780
7171536	4	153780
7171536	3	153780
7191243	1	141987
7191243	1	141987
7191243	2	141987
7194676	0	10490
7194676	4	10490
7186100	49	241639
7146051	26	140911
7146051	-25	140911
7194676	8	297786
7181094	138	161962
7156600	1	427993
7191243	3	256879
7191243	2	256879
7191243	1	256879
7191243	0	256879
7166583	17	341495
7194676	3	322397
7196598	1	7072
7194676	8	160074
7191243	0	339849
7191243	3	339849
7191243	2	339849
7191243	0	339849
7171536	2	284658
7171536	3	284658
7171536	1	284658
7194676	11	457704
7171536	2	16715
7171536	2	16715
7171536	2	16715
7171536	1	47810
7171536	1	47810
7171536	4	47810
7191243	2	69745
7191243	4	69745
7191243	1	69745
7191278	2	421946
7191278	1	421946
7191278	0	421946
7171536	1	294126
7171536	3	294126
7171536	1	294126
7180756	2	85539
7171536	4	500330
7171536	2	500330
7198400	728	3708
7173725	7	179731
7171536	2	426118
7171536	1	426118
7171536	0	426118
7193818	880	209575
7196890	6	343949
7155727	90	104494
7171536	2	175872
7171536	3	175872
7171536	2	175872
7171536	2	255788
7171536	3	255788
7171536	3	255788
7194692	1	501886
7194676	3	512537
7196890	101	474344
7196890	10	474344
7183445	6	309349
7166613	1	263755
7193944	389	263468
7183445	6	440396
7194676	3	456399
7191243	2	358648
7191243	1	358648
7191243	3	358648
7191243	1	358648
7191243	3	204884
7191243	1	204884
7191243	1	204884
7191243	1	204884
7191243	3	417256
7191243	1	417256
7191243	0	417256
7171536	2	521251
7171536	2	521251
7171536	1	521251
7196890	3	147591
7192929	64	285421
7194676	0	216085
7184956	84	64617
7193928	266	316152
7191278	1	277957
7191278	2	277957
7191278	1	277957
7194676	2	77500
7196890	8	266900
7191243	1	281038
7191243	3	281038
7191243	1	281038
7191243	3	281038
7191278	1	510641
7191278	2	510641
7191278	2	510641
7196890	4	519383
7196890	2	519383
7191243	1	423925
7191243	1	423925
7191243	2	423925
7191243	2	423925
7171536	3	516957
7171536	2	516957
7171536	3	516957
7171536	2	101474
7171536	0	101474
7171536	3	101474
7171536	0	204519
7171536	3	204519
7171536	3	204519
7198400	45	201026
7196890	3	482267
7194676	13	133908
7171536	4	236093
7171536	3	236093
7171536	1	236093
7171536	0	348326
7171536	1	348326
7191278	2	170687
7191278	1	170687
7191278	3	170687
7156618	1	529029
7191278	-31	249816
7191278	10	249816
7191278	0	249816
7191278	0	249816
7196890	7	349079
7194676	0	134407
7194676	7	92184
7191243	3	14806
7191243	2	14806
7191243	3	14806
7194684	11	236929
7191243	2	151556
7191243	2	151556
7191243	3	151556
7191243	2	151556
7191243	0	282093
7191243	1	282093
7191243	2	282093
7191243	3	282093
7171536	3	524419
7171536	2	524419
7171536	2	524419
7191243	1	126172
7191243	3	126172
7191243	3	126172
7191243	0	126172
7171536	1	459253
7171536	3	459253
7171536	2	459253
7156600	2	277950
7186223	1	174886
7186223	6	174886
7194676	9	240570
7191243	1	411539
7191243	2	411539
7186223	0	57091
7186223	4	57091
7186223	4	57091
7186223	6	57091
7186223	-20	57091
7171536	3	465296
7171536	3	465296
7171536	0	465296
7166605	24	197882
7166605	24	197882
7166605	-17	197882
7166605	-15	197882
7193689	456	519557
7191243	3	470316
7191243	0	470316
7191243	2	470316
7191243	2	470316
7196890	14	24839
7196890	0	39957
7196890	13	39957
7193814	2987	463723
7191278	0	181378
7191278	1	181378
7191278	2	181378
7171536	3	206285
7171536	3	206285
7171536	1	206285
7171536	0	50546
7171536	2	50546
7171536	3	50546
7186223	7	488537
7186223	3	488537
7196890	31	526425
7196890	14	526425
7196890	10	109473
7194676	10	459364
7194676	5	318617
7171536	3	491215
7171536	2	491215
7171536	3	491215
7191243	3	484054
7191243	1	484054
7191243	2	484054
7166613	3	26401
7166613	3	26401
7171536	1	7821
7171536	2	7821
7183445	0	110611
7196890	9	389084
7193287	206	25094
7193287	6	25094
7196890	2	69348
7194676	9	227897
7194676	1	227897
7171536	2	227015
7171536	1	227015
7171536	1	227015
7194676	6	522392
7194676	14	522392
7171536	1	132038
7171536	3	132038
7171536	2	132038
7194676	12	129959
7194676	5	86261
7196890	3	45924
7191243	2	103194
7191243	3	103194
7191243	3	103194
7171536	9	293088
7171536	2	293088
7171536	2	293088
7171536	0	293088
7171536	3	333739
7171536	3	333739
7171536	1	333739
7191278	1	214534
7191278	2	214534
7191278	3	214534
7196890	9	22395
7193418	109	388776
7191278	1	101953
7191278	2	101953
7191278	3	101953
7191243	3	35784
7191243	1	35784
7191243	3	35784
7190387	705	143627
7192814	16	247297
7193819	65	240537
7193685	29	472390
7192332	26	506233
7193112	16	428712
7194676	9	438432
7194676	8	517410
7181833	6	433947
7171536	2	355749
7171536	1	355749
7171536	3	355749
7171536	0	203310
7171536	1	203310
7171536	4	203310
7194676	9	50515
7194676	10	311257
7196890	11	535066
7193102	0	450348
7196890	7	41926
7191243	0	429188
7191243	2	429188
7191243	0	429188
7191243	1	429188
7171536	2	123518
7171536	1	123518
7171536	0	123518
7191243	2	16202
7191243	1	16202
7191243	2	16202
7191243	1	16202
7194684	10	396405
7196890	9	160817
7196890	12	116316
7193452	238	469397
7192401	0	528939
7192401	76	528939
7156600	2	24379
7196890	4	535847
7192398	1	289134
7192398	313	289134
7192380	1	355671
7171536	-16	277386
7171536	-32	277386
7171536	13	277386
7171536	1	277386
7171536	3	277386
7171536	0	277386
7171536	0	277386
7171536	-5	318244
7171536	32	318244
7171536	2	318244
7171536	2	318244
7171536	1	318244
7194676	4	35483
7194676	10	402272
7193663	408	480594
7171536	2	377594
7171536	3	377594
7166605	4	287371
7198647	-211	301171
7198647	1935	301171
7194676	7	220342
7194676	3	220342
7194676	2	372684
7194676	2	287812
7191553	13	61966
7171536	3	240016
7171536	2	240016
7171536	18	240016
7194684	14	311747
7194676	6	408370
7196890	14	325683
7183445	4	219712
7157495	1	274840
7156618	3	136262
7191243	1	19795
7191243	0	19795
7191243	3	19795
7191243	2	19795
7196890	7	285885
7191243	1	472765
7191243	0	472765
7191243	4	472765
7191243	3	472765
7196890	15	355809
7171536	0	418851
7171536	1	418851
7171536	0	418851
7191243	3	88450
7191243	3	88450
7191243	2	88450
7191243	3	88450
7183445	3	199011
7191243	3	287319
7191243	2	287319
7191243	2	287319
7146051	8	529900
7175213	1	196440
7196890	15	38502
7171536	2	469827
7171536	1	469827
7171536	1	469827
7171536	2	273973
7171536	2	273973
7171536	3	273973
7186223	2	135723
7186223	6	135723
7186223	7	135723
7186223	1	135723
7186223	0	135723
7186223	2	135723
7186223	-2	135723
7191243	1	491822
7191243	1	491822
7191243	3	491822
7172214	9	248356
7196865	120	70971
7171536	0	304637
7171536	2	304637
7171536	1	304637
7171536	2	304637
7171536	-1	304637
7171536	1	275245
7171536	2	275245
7193685	1	143997
7182694	-43	295112
7182694	132	295112
7185413	2	506915
7186223	0	191582
7186223	3	191582
7186223	1	191582
7186223	6	191582
7186223	13	191582
7186223	-1	191582
7186223	-1	191582
7186223	-4	191582
7171536	2	382128
7171536	3	382128
7171536	2	382128
7171536	4	157270
7171536	3	157270
7171536	3	157270
7186223	2	455737
7186223	1	455737
7194692	0	43398
7194692	1	43398
7196890	15	452148
7166613	3	159311
7166613	0	159311
7166613	3	159311
7171536	3	157065
7171536	0	157065
7171536	1	157065
7194684	13	313253
7194676	1	94810
7191243	1	513382
7191243	3	513382
7191243	3	513382
7191243	3	513382
7171536	0	103454
7171536	0	103454
7171536	2	103454
7191243	1	134333
7191243	1	134333
7191243	1	134333
7191243	2	134333
7196890	15	186209
7191278	0	426229
7191278	1	426229
7191278	2	426229
7191278	2	16144
7191278	2	16144
7191278	2	16144
7186223	9	495036
7186223	8	495036
7191243	3	118339
7191243	3	118339
7191243	1	118339
7191243	3	118339
7191243	-3	118339
7191278	1	450680
7191278	0	450680
7191278	2	450680
7156600	3	183637
7191278	1	381177
7191278	3	381177
7191278	2	381177
7171536	2	6455
7171536	3	6455
7194676	0	236097
7192922	82	42460
7191278	1	278997
7191278	3	278997
7171536	0	210302
7171536	2	210302
7171536	2	210302
7171536	1	210302
7171536	3	210302
7191243	1	381448
7191243	2	381448
7191243	1	381448
7191243	2	381448
7171536	0	365211
7171536	3	365211
7171536	1	365211
7196890	11	56345
7171536	1	322043
7171536	2	322043
7171536	1	322043
7171536	3	237813
7171536	2	237813
7171536	2	237813
7186223	7	430470
7186223	1	430470
7191243	1	90220
7191243	1	90220
7191243	3	90220
7191243	1	90220
7183445	3	123741
7183445	2	123741
7194676	4	134994
7171536	2	514959
7171536	3	514959
7191243	2	415195
7191243	2	415195
7191243	2	415195
7191243	2	415195
7194684	6	190890
7171536	3	154700
7171536	0	154700
7171536	3	154700
7191243	2	244853
7191243	2	244853
7191243	3	244853
7191243	0	244853
7194676	3	338947
7194676	7	360136
7186223	1	405601
7186223	2	405601
7194692	1	273628
7191243	1	301768
7191243	2	301768
7191243	2	301768
7191243	3	301768
7191243	1	136360
7191243	2	136360
7191243	2	136360
7191243	2	136360
7191278	1	284040
7191278	3	284040
7191278	3	284040
7191278	1	513229
7191278	3	513229
7191278	1	513229
7194676	11	297211
7191243	2	425012
7191243	2	425012
7191243	3	425012
7191243	2	425012
7194676	2	519049
7166605	2	430678
7166605	1	430678
7166605	2	430678
7194020	527	313967
7195699	296	532025
7194676	8	82708
7191243	3	176286
7191243	3	176286
7191243	3	176286
7191243	3	176286
7194676	8	233889
7186223	5	499067
7186223	5	499067
7183445	2	440677
7194676	10	276281
7186223	-3	302726
7186223	2	302726
7186223	4	302726
7186223	1	302726
7186223	1	302726
7186223	1	302726
7186223	0	302726
7193278	280	495479
7171536	3	394104
7171536	1	394104
7171536	0	394104
7191243	3	239492
7191243	2	239492
7191243	2	239492
7191243	1	239492
7171536	1	456110
7171536	1	456110
7171536	3	456110
7193281	93	7972
7156618	4	286857
7194684	14	21016
7194684	5	21016
7191243	0	512937
7191243	1	512937
7191243	1	512937
7191243	1	513436
7191243	2	513436
7191243	3	513436
7191243	2	513436
7193418	144	526872
7100021	3	350450
7193098	6	315177
7196890	9	182344
7196890	14	488022
7196890	13	155588
7191243	1	326806
7191243	2	326806
7191243	1	326806
7191243	1	326806
7169353	80	110978
7196890	11	327942
7193805	158	385148
7191243	0	424280
7191243	0	424280
7191243	2	424280
7191243	2	424280
7191243	2	219055
7191243	4	219055
7191243	0	219055
7191243	2	219055
7193278	2	476254
7194684	10	295800
7263260	55	259723
7252951	34	79301
7252951	194	72769
7264550	11	411406
7253532	77	355542
7269269	64	76331
7266294	13	123478
7250932	7	221219
7250932	12	221219
7250932	-9	221219
7254105	14	481009
7263384	28	469719
7262477	110	535176
7255632	79	36330
7268580	3	270138
7269617	131	231437
7250320	111	412194
7255527	126	272765
7253826	3	16094
7263325	85	98628
7255535	73	373927
7255608	118	438510
7255985	67	174030
7255985	139	64861
7254326	24	119653
7254326	1	119653
7254326	29	119653
7254326	28	119653
7254326	68	119653
7269609	34	44635
7257732	18	445633
7255179	24	503719
7263651	-9	258585
7254792	29	453181
7255977	520	64410
7265727	243	485526
7250886	9	269671
7252935	11	232218
7253605	27	536576
7253605	23	536576
7253605	-21	536576
7252323	40	135756
7252323	29	135756
7252323	-36	135756
7256264	29	15367
7256264	30	267846
7256264	45	267846
7256264	-12	267846
7253427	0	533580
7255489	15	234759
7258119	47	536593
7258119	16	536593
7258488	64	21288
7258488	18	373138
7258488	25	373138
7258488	-47	373138
7252919	10	482790
7252919	28	482790
7252919	-13	482790
7252951	27	413581
7252951	-17	413581
7252951	14	413581
7253540	20	412560
7253540	11	293529
7268475	4	460297
7252323	34	178459
7252323	17	178459
7252323	-19	178459
7259093	4	63785
7259093	7	63785
7259093	-12	63785
7251114	19	233856
7251114	18	233856
7251114	-47	233856
7269390	40	21327
7269390	17	21327
7269390	-46	21327
7253869	8	54684
7266960	99	39065
7252986	28	29936
7255624	23	97161
7268343	6	57750
7255179	7	17819
7253478	2	55037
7258844	-36	425716
7258844	92	425716
7258844	71	425716
7259085	249	207538
7259085	317	357444
7256094	1607	399835
7255268	38	354567
7255179	13	61594
7253826	52	533790
7253826	96	533790
7253826	-71	533790
7263724	392	62543
7262507	9	311986
7262507	37	311986
7262507	2743	513005
7262507	17	513005
7257732	90	184338
7257732	23	184338
7253532	70	195779
7263511	22	335504
7268998	41	56406
7192745	37	417391
7192048	32	411425
7192046	38	241651
7191863	11	46512
7193037	3	332760
7199244	33	335567
7179189	4	429471
7192941	12	411649
7182295	528	364658
7185987	57	444421
7192329	176	163705
7198540	0	207503
7192362	2155	324056
7193109	215	108913
7192844	24	262566
7141190	132	347955
7192004	15	80996
7192265	3	348087
7191999	4	240320
7181027	22	428376
7192745	20	485426
7192215	190	317592
7192266	1129	213472
7191227	31	470927
7175361	2	304367
7196695	2	50380
7193314	309	64533
7193311	585	19559
7192525	4	101915
7192315	1	163348
7159609	9	88489
7145411	3	19297
7192867	4	247091
7192867	2	247091
7169000	0	331196
7197756	1075	327260
7192933	120	480532
7146914	8	406130
7192567	115	22606
7192048	39	65349
7192351	2	275072
7192005	53	225319
7192479	4	78262
7193298	442	247922
7193298	99	247922
7185332	1	80737
7145705	3	498083
7193095	42	268736
7183461	126	122219
7193973	178	104222
7192629	249	90837
7160801	2701	184567
7160801	6058	184567
7160801	7577	184567
7196660	4	418437
7181000	2	381433
7192870	8	207594
7192873	24	395150
7192046	5	251991
7193047	219	127113
7192961	14	465827
7182295	55	311899
7146914	6	187231
7179197	2	272911
7192815	30	172151
7179189	8	350054
7146914	6	47454
7153449	680	505929
7169400	392	507482
7193358	430	167669
7192841	19	288133
7181027	27	261972
7191863	2	157336
7192207	387	18284
7192047	16	80762
7193655	6	466889
7194706	5	310030
7194706	6	310030
7194706	-3	310030
7194706	-3	310030
7194706	2	310030
7192003	17	103656
7175736	0	473264
7192258	75	7307
7192343	6	369574
7192047	0	50740
7192048	14	310917
7192745	13	458564
7192006	34	120295
7192509	33	333644
7193159	74	484
7181027	9	385588
7192567	103	431
7194706	1	536543
7192346	15	498895
7192001	61	59061
7192340	2	279906
7192379	5	73175
7192362	3	299120
7192538	4	515020
7192325	2	531807
7193168	1	24934
7111428	129371	242569
7192048	3	19429
7157665	3	168738
7158440	41	41918
7192866	35	245599
7192509	0	479699
7192487	-3	101503
7192487	0	101503
7192487	-2	101503
7181027	23	42920
7196083	13	105989
7192240	153	494534
7191999	6	75511
7180721	72	156316
7145705	287	79803
7193955	446	73253
7159609	11	212980
7181000	26	126785
7181027	27	349073
7159609	53	521460
7184565	66	399589
7190190	18	41100
7146450	843	361678
7192867	9	43318
7183763	299	392748
7131410	79	436507
7192005	21	449617
7184565	32	173589
7176724	5797	520907
7176724	1776	520907
7193154	4	347123
7193154	10	69041
7179669	0	393127
7192505	75	289888
7158440	149	167002
7192046	20	229596
7198540	10	352279
7192346	632	316356
7192346	4	316356
7192487	1	92654
7194092	111	180605
7194092	9444	394202
7181027	0	275196
7181027	13	275196
7184751	4	387388
7192685	14	385434
7192685	10	292066
7181027	25	534719
7192844	21	109558
7194092	3009	18652
7194092	4	18652
7193976	1	229435
7193976	90	229435
7193973	539	458565
7146914	5	174963
7192266	0	471505
7192047	35	476139
7192535	5	149146
7192536	46	374308
7191502	3	432246
7192531	6	504016
7192532	14	508121
7192534	1	483166
7192537	20	495613
7192560	3529	188819
7192560	1018	188819
7194706	2	396011
7194706	3	396011
7179189	6	56780
7196679	170	175992
7184573	0	318215
7179197	1	405649
7192004	31	23572
7191863	5	19081
7192525	655	491011
7193994	2	334376
7181027	5	350143
7192282	58	157422
7192282	136	211479
7192745	9	143099
7192006	27	138600
7192963	24	527148
7192048	26	434981
7193947	80	243632
7191529	34	452791
7191537	17	199930
7192844	24	25763
7192844	29	25763
7191510	42	349159
7191545	10	218059
7191499	0	396370
7193655	23	38097
7192816	0	523506
7192816	9	523506
7181027	17	232525
7192487	1	301055
7192867	16	289437
7194706	4	526971
7193947	1006	162787
7193947	10280	162787
7193947	9746	162787
7193947	9617	162787
7193947	7411	162787
7193947	930	162787
7193947	337	162787
7193947	675	162787
7121334	50	254084
7179189	5	167406
7146914	7	239626
7185065	106	406570
7193217	0	15483
7192075	178	363090
7181000	18	387226
7192571	71	6735
7192048	13	381048
7192001	41	404139
7151080	1294	270720
7137877	29	27010
7192282	298	160195
7192567	88	224574
7198760	1	442856
7192745	31	105117
7193446	282	5785
7196474	6	403877
7192509	193	429759
7192170	5	270455
7192180	15	212534
7192190	3	177859
7128738	0	526846
7192075	1	305468
7192079	1	40981
7196679	280	14848
7192193	223	313987
7192628	2	190883
7193013	259	263499
7192411	1	462095
7198787	6	375485
7193109	93	250010
7156944	3360	418283
7156944	587	418283
7156936	3555	323232
7156936	6523	323232
7156910	9754	429285
7156910	2712	429285
7192555	9	330717
7197861	13	323992
7192258	438	334356
7192926	257	268285
7192258	401	192077
7192240	1383	321551
7191502	3	428900
7191510	4	430822
7191529	5	327526
7191537	0	423591
7191545	3	276068
7191499	6	502162
7192996	167	239991
7193361	16	450372
7196695	45	475736
7193347	0	99684
7192266	120	61505
7192628	3	503872
7193095	74	439150
7192203	2157	460597
7192203	10316	460597
7192203	2345	460597
7192203	973	261537
7192203	9573	261537
7168241	3	232095
7193298	39	413542
7192282	222	250740
7146914	7	81428
7192258	4	321485
7194706	6	404148
7168225	1	448721
7168225	198	448721
7193651	6	238111
7193655	22	487278
7193658	31	431366
7179685	95	437280
7179685	786	298455
7170467	28	245830
7193358	408	62985
7193362	8	250191
7193362	987	250191
7193362	268	250191
7192419	35	277225
7198760	130	464533
7192072	49	246830
7192069	21	335898
7192346	1	379634
7180616	17	387601
7180624	125	135768
7180691	103	463595
7180675	84	255847
7180683	102	368666
7180675	20	359349
7192379	5	118030
7192525	1	281557
7192525	105	93450
7193679	1	23921
7192548	3	431085
7192315	0	107762
7192315	1763	107762
7192346	104	349105
7192346	2463	349105
7192370	3	372322
7192370	1005	372322
7192505	138	67066
7179197	4	107395
7193412	1	187142
7192315	1048	433753
7192048	24	201691
7192001	24	125864
7092393	13	414913
7128754	16	509704
7128738	11	60636
7126000	4	422609
7193679	2	187044
7185561	10	367221
7192867	4	7602
7192068	53	536257
7193973	300	215507
7196695	1275	204238
7181027	21	39683
7181027	26	211871
7185065	14	277233
7178107	762	345102
7192685	43	95239
7193976	211	123961
7193976	21	123961
7192548	2	176900
7184565	1769	408298
7192240	10	15494
7192006	9	114106
7115989	36	343364
7194706	0	396859
7191999	25	72289
7192266	6	521505
7181000	5	427514
7192745	25	162186
7192046	36	471872
7192046	0	471872
7192003	47	197689
7192047	28	298689
7192505	323	396044
7192505	12	396044
7182295	5	83304
7177445	21	521858
7191999	15	50741
7132891	1	193845
7177119	8	491933
7161913	162	154030
7192329	5	219135
7191880	56	379512
7181027	13	234489
7169400	1	27269
7111428	244	294344
7192001	34	233531
7153821	34	160684
7192816	77	128585
7192240	1458	407124
7157649	2	279673
7196342	197	515376
7193361	14	402468
7193361	20	286856
7179189	5	200033
7193483	65	83459
7192867	25	522137
7181000	26	99404
7153449	101	520605
7188749	18	280914
7188749	691	280914
7193631	33	310913
7193634	10	395856
7193638	65	352612
7198558	0	129813
7192112	0	216956
7254849	1	373263
7254849	0	373263
7236808	1	225823
7236808	0	225823
7254970	350	7453
7262744	94	438705
7235941	16	11389
7263163	2	43319
7263422	0	43319
7263163	1	304021
7263422	1	304021
7263422	0	304021
7263422	0	304021
7250517	8	138437
7236840	4	228230
7236840	3	378909
7263422	0	488784
7263163	2	488784
7263422	0	106973
7263163	2	106973
7264623	450	24282
7263244	1	291660
7263295	15	291660
7263295	0	291660
7263244	1	100314
7263295	0	100314
7263368	23	336314
7263368	0	336314
7263309	1	336314
7263368	0	427574
7263309	1	427574
7263244	0	521472
7263295	0	521472
7263309	0	263920
7263368	0	263920
7255500	1	371276
7236859	4	261838
7236832	0	286367
7259115	4	174369
7262906	60	90807
7262922	131	245174
7255071	6	384480
7236808	0	521298
7250746	1	499160
7250746	1	265738
7236859	4	113695
7250746	3	315339
7236824	0	445785
7268092	123	194713
7265603	91	322337
7262671	730	337850
7269080	40	94464
7268157	115	516210
7268629	56	503405
7268459	213	74386
7262612	324	534900
7262612	23	534900
7262612	41	534900
7269013	54	521756
7265670	74	345318
7268459	364	493676
7250533	0	270714
7264690	3	425906
7263422	1	308403
7263163	0	308403
7263422	0	438505
7263163	1	438505
7263244	1	366194
7263295	0	366194
7263368	0	499672
7263309	0	499672
7263309	0	275792
7263368	0	275792
7263309	1	122666
7263368	0	122666
7250746	3	326706
7263244	1	534547
7263295	0	534547
7263163	1	85994
7263422	0	85994
7263422	0	210820
7263163	1	210820
7263422	0	262435
7263163	2	262435
7263309	1	169583
7263368	0	169583
7263309	1	86743
7263368	0	86743
7260423	2	336024
7254768	5549	451506
7262213	39656	86737
7268459	180	386526
7255500	1	4091
7236859	2	21242
7250746	3	443094
7250746	1	115532
7254709	9	409073
7263422	0	239248
7263163	1	239248
7263422	0	517031
7263163	1	517031
7263309	2	260103
7263368	0	260103
7236808	4	427814
7263309	1	379236
7263368	0	379236
7263309	2	115804
7263368	1	115804
7261446	63110	91137
7263422	1	175817
7263163	0	175817
7263309	0	274710
7263368	0	274710
7236824	1	302471
7236859	1	293173
7236840	1	405295
7263244	0	112892
7263295	1	112892
7264224	5	8138
7233744	2	534705
7263139	8	76872
7236859	3	273456
7263309	1	77225
7263368	0	77225
7236808	4	459836
7252366	0	459836
7253374	0	459836
7252390	1	131486
7254849	2	131486
7254849	4	131486
7254938	3	490855
7236840	4	400834
7264690	6	497037
7263244	1	369663
7263295	0	369663
7263244	1	360675
7263295	0	360675
7250746	3	32443
7236859	2	493505
7263295	0	355176
7263244	0	355176
7263422	0	155402
7263163	1	155402
7236859	0	154799
7263309	1	473474
7263368	0	473474
7262671	9	421278
7236808	3	492644
7258755	23	106769
7250746	1	257060
7263163	0	463175
7263422	0	463175
7263309	1	518392
7263368	0	518392
7236859	3	371606
7236840	2	50547
7263422	0	18603
7263163	1	18603
7263295	0	201985
7263244	2	201985
7263368	0	488327
7263309	1	488327
7259115	37660	401211
7264623	5	240050
7259115	448	426358
7254776	330	484157
7236808	1	450232
7261454	8	144344
7263163	2	270082
7263422	0	270082
7250746	2	527154
7263295	1	20950
7263244	0	20950
7263368	0	44141
7263309	1	44141
7259115	373	450243
7254849	5	99024
7236859	3	467446
7264380	30	373984
7264380	27	373984
7264380	31	373984
7264380	27	373984
7264380	15	373984
7264380	5	373984
7264380	16	373984
7264380	24	373984
7264380	5	373984
7264380	29	373984
7264380	17	373984
7264380	18	373984
7264380	32	373984
7264380	24	373984
7264380	32	373984
7264380	25	373984
7264380	30	373984
7264380	20	373984
7264380	28	373984
7264380	22	373984
7264380	6	373984
7264380	8	373984
7264380	6	373984
7264380	3	373984
7264380	29	373984
7264380	13	373984
7264380	22	373984
7264380	21	373984
7264380	25	373984
7264380	6	373984
7264380	18	373984
7264380	29	373984
7264380	3	373984
7264380	31	373984
7264380	6	373984
7264380	32	373984
7264380	0	373984
7264380	29	373984
7264380	14	373984
7264380	8	373984
7264380	22	373984
7264380	27	373984
7264380	24	373984
7264380	16	373984
7264380	16	373984
7264380	9	373984
7264380	29	373984
7264380	24	373984
7264380	24	373984
7264380	23	373984
7264380	4	373984
7264380	9	373984
7264380	5	373984
7264380	9	373984
7264380	18	373984
7264380	23	373984
7264380	11	373984
7264380	3	373984
7264380	17	373984
7264380	4	373984
7264380	21	373984
7264380	12	373984
7264380	8	373984
7264380	14	373984
7264380	22	373984
7264380	1	373984
7264380	5	373984
7264380	25	373984
7264380	24	373984
7264380	17	373984
7264380	17	373984
7264380	13	373984
7264380	31	373984
7264380	13	373984
7264380	12	373984
7264380	7	373984
7264380	12	373984
7264380	2	373984
7264380	7	373984
7264380	13	373984
7264380	12	373984
7264380	30	373984
7264380	13	373984
7264380	30	373984
7264380	7	373984
7264380	13	373984
7264380	26	373984
7264380	27	373984
7264380	5	373984
7264380	19	373984
7264380	28	373984
7264380	23	373984
7264380	30	373984
7264380	23	373984
7264380	19	373984
7264380	16	373984
7264380	12	373984
7264380	12	373984
7264380	27	373984
7264380	25	373984
7264380	6	373984
7264380	31	373984
7264380	8	373984
7264380	3	373984
7264380	8	373984
7264380	19	373984
7264380	28	373984
7264380	22	373984
7264380	5	373984
7264380	14	373984
7264380	13	373984
7264380	22	373984
7264380	12	373984
7264380	23	373984
7264380	30	373984
7264380	24	373984
7264380	25	373984
7264380	16	373984
7264380	21	373984
7264380	29	373984
7264380	9	373984
7264380	2	373984
7264380	2	373984
7264380	8	373984
7264380	18	373984
7264380	8	373984
7264380	11	373984
7264380	0	373984
7264380	31	373984
7264380	13	373984
7264380	24	373984
7264380	30	373984
7264380	29	373984
7264380	23	373984
7264380	17	373984
7264380	11	373984
7264380	28	373984
7264380	1	373984
7264380	11	373984
7264380	11	373984
7264380	11	373984
7264380	20	373984
7264380	31	373984
7264380	5	373984
7264380	20	373984
7264380	22	373984
7264380	23	373984
7264380	7	373984
7264380	8	373984
7264380	12	373984
7264380	5	373984
7264380	8	373984
7264380	10	373984
7264380	1	373984
7264380	9	373984
7264380	11	373984
7264380	18	373984
7264380	3	373984
7264380	5	373984
7264380	4	373984
7264380	2	373984
7264380	30	373984
7264380	26	373984
7264380	16	373984
7264380	21	373984
7264380	5	373984
7264380	17	373984
7264380	31	373984
7264380	19	373984
7264380	5	373984
7264380	18	373984
7264380	1	373984
7264380	29	373984
7264380	18	373984
7264380	1	373984
7264380	2	373984
7264380	16	373984
7264380	30	373984
7264380	10	373984
7264380	22	373984
7264380	25	373984
7264380	31	373984
7264380	5	373984
7264380	11	373984
7264380	12	373984
7264380	24	373984
7264380	4	373984
7264380	31	373984
7264380	23	373984
7264380	27	373984
7264380	10	373984
7264380	18	373984
7264380	20	373984
7264380	18	373984
7264380	13	373984
7264380	9	373984
7264380	18	373984
7264380	24	373984
7264380	19	373984
7264380	9	373984
7264380	24	373984
7264380	4	373984
7264380	8	373984
7264380	21	373984
7264380	9	373984
7264380	14	373984
