Material	Quantity	Batch
7264380	19	373984
7264380	20	373984
7264380	1	373984
7264380	28	373984
7264380	18	373984
7264380	10	373984
7264380	29	373984
7264380	12	373984
7264380	24	373984
7264380	2	373984
7264380	28	373984
7264380	1	373984
7264380	18	373984
7264380	9	373984
7264380	4	373984
7264380	7	373984
7264380	14	373984
7264380	20	373984
7264380	3	373984
7264380	31	373984
7264380	19	373984
7264380	27	373984
7264380	27	373984
7264380	16	373984
7264380	10	373984
7264380	12	373984
7264380	32	373984
7264380	2	373984
7264380	16	373984
7264380	29	373984
7264380	7	373984
7264380	13	373984
7264380	26	373984
7264380	31	373984
7264380	15	373984
7264380	7	373984
7264380	26	373984
7264380	0	373984
7264380	22	373984
7264380	28	373984
7264380	19	373984
7264380	8	373984
7264380	19	373984
7264380	25	373984
7264380	31	373984
7264380	30	373984
7264380	12	373984
7264380	12	373984
7264380	2	373984
7264380	15	373984
7264380	11	373984
7264380	4	373984
7264380	26	373984
7264380	26	373984
7264380	6	373984
7264380	25	373984
7264380	2	373984
7264380	22	373984
7264380	2	373984
7264380	3	373984
7264380	28	373984
7264380	8	373984
7264380	19	373984
7264380	21	373984
7264380	7	373984
7264380	0	373984
7264380	23	373984
7264380	3	373984
7264380	1	373984
7264380	12	373984
7264380	11	373984
7264380	9	373984
7264380	26	373984
7264380	17	373984
7264380	26	373984
7264380	24	373984
7264380	20	373984
7264380	19	373984
7264380	28	373984
7264380	2	373984
7264380	14	373984
7264380	20	373984
7264380	1	373984
7264380	26	373984
7264380	14	373984
7264380	12	373984
7264380	29	373984
7264380	15	373984
7264380	29	373984
7264380	13	373984
7264380	31	373984
7264380	12	373984
7264380	28	373984
7264380	23	373984
7264380	29	373984
7264380	16	373984
7264380	17	373984
7264380	29	373984
7264380	10	373984
7264380	7	373984
7264380	6	373984
7264380	23	373984
7264380	5	373984
7264380	14	373984
7264380	29	373984
7264380	27	373984
7264380	30	373984
7264380	11	373984
7264380	17	373984
7264380	4	373984
7264380	31	373984
7264380	9	373984
7264380	8	373984
7264380	27	373984
7264380	16	373984
7264380	23	373984
7264380	22	373984
7264380	19	373984
7264380	12	373984
7264380	12	373984
7264380	22	373984
7264380	29	373984
7264380	16	373984
7264380	10	373984
7264380	11	373984
7264380	24	373984
7264380	21	373984
7264380	29	373984
7264380	3	373984
7264380	21	373984
7264380	18	373984
7264380	26	373984
7264380	21	373984
7264380	8	373984
7264380	5	373984
7264380	26	373984
7264380	5	373984
7264380	0	373984
7264380	15	373984
7264380	7	373984
7264380	16	373984
7264380	4	373984
7264380	9	373984
7264380	26	373984
7264380	31	373984
7264380	11	373984
7264380	29	373984
7264380	26	373984
7264380	21	373984
7264380	30	373984
7264380	25	373984
7264380	21	373984
7264380	2	373984
7264380	10	373984
7264380	6	373984
7264380	2	373984
7264380	8	373984
7264380	28	373984
7264380	5	373984
7264380	5	373984
7264380	14	373984
7264380	7	373984
7264380	16	373984
7264380	6	373984
7264380	28	373984
7264380	25	373984
7264380	10	373984
7264380	22	373984
7264380	22	373984
7264380	24	373984
7264380	22	373984
7264380	2	373984
7264380	3	373984
7264380	26	373984
7264380	16	373984
7264380	18	373984
7264380	19	373984
7264380	21	373984
7264380	23	373984
7264380	4	373984
7264380	28	373984
7264380	15	373984
7264380	31	373984
7264380	18	373984
7264380	18	373984
7264380	22	373984
7264380	11	373984
7264380	19	373984
7264380	6	373984
7264380	22	373984
7264380	17	373984
7264380	23	373984
7264380	31	373984
7264380	30	373984
7264380	29	373984
7264380	5	373984
7264380	27	373984
7264380	23	373984
7264380	5	373984
7264380	1	373984
7264380	8	373984
7264380	19	373984
7264380	14	373984
7264380	3	373984
7264380	17	373984
7264380	32	373984
7264380	24	373984
7264380	5	373984
7264380	24	373984
7264380	22	373984
7264380	12	373984
7264380	25	373984
7264380	24	373984
7264380	16	373984
7264380	20	373984
7264380	26	373984
7264380	25	373984
7264380	3	373984
7264380	11	373984
7264380	1	373984
7264380	27	373984
7264380	17	373984
7264380	29	373984
7264380	21	373984
7264380	17	373984
7264380	14	373984
7264380	32	373984
7264380	8	373984
7264380	6	373984
7264380	22	373984
7264380	30	373984
7264380	9	373984
7264380	24	373984
7264380	23	373984
7264380	9	373984
7264380	6	373984
7264380	11	373984
7264380	22	373984
7264380	23	373984
7264380	7	373984
7264380	6	373984
7264380	26	373984
7264380	15	373984
7264380	21	373984
7264380	29	373984
7264380	30	373984
7264380	10	373984
7264380	20	373984
7264380	26	373984
7264380	17	373984
7264380	4	373984
7264380	15	373984
7264380	26	373984
7264380	8	373984
7264380	10	373984
7264380	17	373984
7262612	26	309322
7262612	9	309322
7262612	3	309322
7262612	14	309322
7262612	17	309322
7262612	30	309322
7262612	14	309322
7262612	2	309322
7262612	13	309322
7262612	20	309322
7262612	26	309322
7262612	24	309322
7262612	31	309322
7262612	27	309322
7262612	5	309322
7262612	29	309322
7262612	4	309322
7262612	15	309322
7262612	9	309322
7262612	13	309322
7262612	6	309322
7262612	12	309322
7262612	13	309322
7262612	24	309322
7262612	12	309322
7262612	24	309322
7262612	10	309322
7262612	10	309322
7262612	30	309322
7262612	13	309322
7262612	4	309322
7262612	27	309322
7262612	11	309322
7262612	18	309322
7262612	3	309322
7262612	25	309322
7262612	32	309322
7262612	16	309322
7262612	17	309322
7262612	11	309322
7262612	22	309322
7262612	25	309322
7262612	13	309322
7262612	6	309322
7262612	15	309322
7262612	28	309322
7262612	11	309322
7262612	11	309322
7262612	11	309322
7262612	9	309322
7262612	23	309322
7262612	17	309322
7262612	0	309322
7262612	22	309322
7262612	15	309322
7262612	25	309322
7262612	20	309322
7262612	20	309322
7262612	15	309322
7262612	13	309322
7262612	12	309322
7262612	8	309322
7262612	7	309322
7262612	9	309322
7262612	6	309322
7262612	9	309322
7262612	1	309322
7262612	4	309322
7262612	22	309322
7262612	23	309322
7262612	21	309322
7262612	28	309322
7262612	16	309322
7262612	16	309322
7262612	28	309322
7262612	21	309322
7262612	22	309322
7262612	29	309322
7262612	24	309322
7262612	28	309322
7262612	5	309322
7262612	10	309322
7262612	30	309322
7262612	25	309322
7262612	1	309322
7262612	27	309322
7262612	7	309322
7262612	25	309322
7262612	25	309322
7262612	23	309322
7262612	3	309322
7262612	3	309322
7262612	6	309322
7262612	30	309322
7262612	32	309322
7262612	27	309322
7262612	0	309322
7262612	8	309322
7262612	26	309322
7262612	7	309322
7262612	31	309322
7262612	19	309322
7262612	3	309322
7262612	29	309322
7262612	16	309322
7262612	17	309322
7262612	20	309322
7262612	17	309322
7262612	0	309322
7262612	28	309322
7262612	2	309322
7262612	27	309322
7262612	25	309322
7262612	30	309322
7262612	3	309322
7262612	7	309322
7262612	17	309322
7262612	13	309322
7262612	7	309322
7262612	3	309322
7262612	7	309322
7262612	29	309322
7262612	20	309322
7262612	23	309322
7262612	2	309322
7262612	32	309322
7262612	7	309322
7262612	19	309322
7262612	28	309322
7262612	14	309322
7262612	29	309322
7262612	21	309322
7262612	1	309322
7262612	23	309322
7262612	15	309322
7262612	23	309322
7262612	23	309322
7262612	12	309322
7262612	24	309322
7262612	13	309322
7262612	10	309322
7262612	1	309322
7262612	1	309322
7262612	1	309322
7262612	16	309322
7262612	31	309322
7262612	20	309322
7262612	9	309322
7262612	17	309322
7262612	24	309322
7262612	3	309322
7262612	29	309322
7262612	27	309322
7262612	26	309322
7262612	12	309322
7262612	17	309322
7262612	12	309322
7262612	28	309322
7262612	17	309322
7262612	0	309322
7262612	26	309322
7262612	5	309322
7262612	13	309322
7262612	3	309322
7262612	29	309322
7262612	12	309322
7262612	31	309322
7262612	25	309322
7262612	31	309322
7262612	1	309322
7262612	18	309322
7262612	2	309322
7262612	5	309322
7262612	18	309322
7262612	1	309322
7262612	19	309322
7262612	12	309322
7262612	20	309322
7262612	13	309322
7262612	20	309322
7262612	6	309322
7262612	24	309322
7262612	17	309322
7262612	28	309322
7262612	10	309322
7262612	6	309322
7262612	9	309322
7262612	15	309322
7262612	1	309322
7262612	25	309322
7262612	22	309322
7262612	26	309322
7262612	14	309322
7262612	11	309322
7262612	29	309322
7262612	2	309322
7262612	2	309322
7262612	8	309322
7262612	10	309322
7262612	14	309322
7262612	22	309322
7262612	5	309322
7262612	27	309322
7262612	20	309322
7262612	20	309322
7262612	4	309322
7262612	22	309322
7262612	24	309322
7262612	4	309322
7262612	24	309322
7262612	7	309322
7262612	13	309322
7262612	9	309322
7262612	29	309322
7262612	30	309322
7262612	10	309322
7262612	6	309322
7262612	19	309322
7262612	26	309322
7262612	16	309322
7262612	6	309322
7262612	16	309322
7262612	5	309322
7262612	18	309322
7262612	24	309322
7262612	16	309322
7262612	7	309322
7262612	21	309322
7262612	32	309322
7262612	19	309322
7262612	4	309322
7262612	22	309322
7262612	20	309322
7262612	9	309322
7262612	27	309322
7262612	2	309322
7262612	9	309322
7262612	13	309322
7262612	29	309322
7262612	6	309322
7262612	17	309322
7262612	10	309322
7262612	16	309322
7262612	22	309322
7262612	21	309322
7262612	10	309322
7262612	5	309322
7262612	12	309322
7262612	8	309322
7262612	21	309322
7262612	19	309322
7262612	27	309322
7262612	30	309322
7262612	8	309322
7262612	23	309322
7262612	2	309322
7262612	10	309322
7262612	27	309322
7262612	2	309322
7262612	2	309322
7262612	12	309322
7262612	17	309322
7262612	16	309322
7262612	9	309322
7262612	31	309322
7262612	4	309322
7262612	25	309322
7262612	17	309322
7262612	26	309322
7262612	12	309322
7262612	31	309322
7262612	14	309322
7262612	8	309322
7262612	21	309322
7262612	20	309322
7262612	21	309322
7262612	12	309322
7262612	11	309322
7262612	32	309322
7262612	1	309322
7262612	17	309322
7262612	5	309322
7262612	20	309322
7262612	5	309322
7262612	7	309322
7262612	11	309322
7262612	5	309322
7262612	25	309322
7262612	3	309322
7262612	25	309322
7262612	7	309322
7262612	9	309322
7262612	28	309322
7262612	27	309322
7262612	8	309322
7262612	12	309322
7262612	18	309322
7262612	8	309322
7262612	17	309322
7262612	31	309322
7262612	27	309322
7262612	14	309322
7262612	30	309322
7262612	14	309322
7262612	8	309322
7262612	22	309322
7262612	3	309322
7262612	13	309322
7262612	24	309322
7262612	20	309322
7262612	12	309322
7262612	4	309322
7262612	14	309322
7262612	3	309322
7262612	21	309322
7262612	10	309322
7262612	1	309322
7262612	20	309322
7262612	22	309322
7262612	10	309322
7262612	30	309322
7262612	11	309322
7262612	28	309322
7262612	28	309322
7262612	13	309322
7262612	26	309322
7262612	20	309322
7262612	15	309322
7262612	5	309322
7262612	10	309322
7262612	8	309322
7262612	1	309322
7263295	0	73972
7263244	0	73972
7236824	4	22767
7261950	526	98761
7263368	0	208751
7263309	2	208751
7263422	0	310478
7263163	0	310478
7263309	1	383307
7263368	0	383307
7263368	0	383307
7255500	2	415915
7263163	2	347285
7263422	0	347285
7263368	0	235360
7263309	1	235360
7250746	2	516091
7270615	11543	260360
7261233	1147	208583
7264380	5	334667
7263163	1	368837
7263422	0	368837
7250746	2	168332
7250746	2	44503
7250746	0	44503
7250746	1	170518
7255500	2	429141
7270615	31	187563
7270615	9	187563
7270615	1	187563
7254938	1	139249
7270747	5	188609
7262671	2131	145096
7262671	-1147	145096
7262671	103	206878
7262671	3409	206878
7263163	1	311701
7263422	0	311701
7263309	1	175223
7263368	0	175223
7236832	2	93681
7263244	1	480305
7263295	0	480305
7236859	24	449174
7236859	1	449174
7262752	5	99296
7264747	10	240687
7270550	2	414214
7236859	1	470626
7236859	3	55762
7236859	4	55762
7236859	0	254265
7236859	1	204466
7254237	0	266608
7236824	2	177795
7250746	4293	266419
7263295	0	20903
7263244	0	20903
7235348	-1363	501476
7235348	501	501476
7235348	1426	501476
7270402	3	426972
7270402	111	426972
7268157	0	501563
7268157	32	501563
7263163	1	324603
7263422	0	324603
7269080	1	6813
7269080	28	6813
7236840	1	161399
7236840	6	161399
7263368	0	259101
7263368	1	259101
7263309	0	259101
7250746	4	430862
7263163	1	524678
7263422	0	524678
7250746	3	418607
7250746	1	345336
7236832	3	461639
7263368	0	247463
7263309	1	247463
7263244	0	422487
7263295	1	422487
7236808	3	474086
7262868	1	320720
7254849	5	281834
7236840	3	532006
7263368	0	241613
7263309	1	241613
7236859	2	451687
7261276	1784	479553
7263295	0	169436
7263244	1	169436
7263163	1	376613
7263422	410	376613
7263422	1	376613
7255500	1	321867
7267428	18	379937
7250746	4	314777
7263309	1	133928
7263368	0	133928
7262817	32	252562
7262817	2	239780
7263368	1	518088
7263309	2	518088
7254849	3	162511
7254849	7	162511
7236824	3	202548
7267266	2924	436581
7255071	30	110414
7255071	10	24874
7263163	0	157802
7263422	0	157802
7263163	2	415853
7263422	0	415853
7263163	2	125458
7263422	0	125458
7250746	2	476115
7263309	0	492900
7263368	0	492900
7265964	4	252411
7250746	3	331158
7263295	0	113722
7263244	0	113722
7263163	1	261868
7263422	0	261868
7236859	4	209528
7255063	27	471938
7263295	0	271180
7263244	0	271180
7193275	17	340899
7191286	1	116352
7191286	5	150305
7191286	1	150305
7191286	1	150305
7185391	3	90708
7185367	9	181876
7192136	135	230316
7198736	2	292927
7198736	-1	292927
7198736	5	292927
7193146	13	37912
7191286	1	174058
7192178	1	459837
7190239	15	498763
7252757	29905	402321
7252757	1068	74118
7252757	5022	348955
7254830	4295	96014
7221533	1	60752
7253303	4	315129
7253311	7	460237
7260555	9	124167
7253311	8	177040
7407939	1344	293068
7088884	198	451683
7167954	2434	429927
7182244	237	191586
7171870	0	282635
7171870	-1	282635
7171870	12	282635
7171870	25	282635
7408048	225	159903
7123698	311	380319
7167954	1987	328128
7183003	29	135424
7183003	51	357983
7170009	42	267344
7170009	197	13719
7183003	56	162107
7182244	17	526042
7407980	226	45925
7183003	146	128111
7183003	45	60506
7174306	2	81198
7183003	3	252588
7132840	5	509754
7183003	56	102160
7183003	1	102160
7183003	6	342159
7183003	29	281559
7137230	33	30941
7183003	5	353073
7183003	10	419382
7400001	0	130215
7400001	0	2281
7400001	0	385099
7400001	0	202109
7400002	0	152692
7400002	1	211920
7400002	0	309889
7183003	45	362843
7100080	1	373376
7259271	920	151047
7219741	6	277028
7219741	1	277028
7219741	14	277028
7219741	-1	277028
7219741	564	277028
7219741	32	277028
7219741	35	277028
7219741	1	277028
7219741	24	277028
7219741	19	277028
7219741	6	277028
7219741	80	277028
7219741	3	277028
7219741	3	277028
7219741	12	277028
7219741	9	277028
7266367	47	327687
7266367	131	105415
7250614	7	127623
7250614	2	127623
7250614	29	127623
7250614	19	127623
7247591	396	458056
7267703	111	260941
7267703	16	260941
7267703	7	260941
7267703	29	260941
7267703	2	260941
7267703	30	260941
7267703	-13	260941
7266367	242	124327
7219741	133	180800
7219741	9	180800
7219741	127	180800
7219741	80	180800
7259271	6929	120862
7266367	250	230715
7250614	7	265926
7250614	0	265926
7266367	164	423980
7266367	436	395741
7247591	13	155137
7247591	-5	155137
7247591	14	155137
7266367	737	288236
7247796	10	346559
7247796	-7	346559
7247796	9	346559
7269455	0	313274
7269455	15	313274
7269455	1	313274
7269455	16	313274
7269455	4	313274
7269455	4	313274
7269455	12	313274
7269455	17	313274
7269455	6	313274
7269455	20	313274
7269455	13	313274
7269455	3	313274
7269455	8	313274
7269455	29	313274
7269455	12	313274
7269455	24	313274
7269455	23	313274
7269455	0	313274
7269455	8	313274
7269455	22	313274
7269455	8	313274
7269455	18	313274
7269455	28	313274
7269455	9	313274
7269455	20	313274
7247575	2	405435
7247575	-11	405435
7247575	6	405435
7259271	107	515474
7219741	55	223665
7219741	12	223665
7219725	10	435548
7219768	9	512158
7266367	497	110690
7266367	9	317351
7266367	17	317351
7266367	23	317351
7266367	8	317351
7266367	0	317351
7239629	5	361978
7239629	0	196039
7219725	11819	33418
7219741	44015	377582
7219741	30	377582
7219741	6	377582
7247796	1067	108025
7250614	635	328287
7219741	-254	55956
7219741	274	55956
7266367	239	451720
7250614	1	77636
7250614	2	77636
7250614	1	77636
7250614	1	77636
7250614	0	77636
7250614	0	77636
7250614	1	77636
7250614	2	77636
7250614	5	77636
7250614	1	77636
7250614	3	77636
7250614	6	77636
7250614	8	77636
7250614	1	77636
7250614	0	77636
7250614	1	77636
7250614	1	77636
7250614	0	77636
7250614	0	77636
7250614	1	77636
7250614	0	77636
7250614	0	77636
7250614	0	77636
7250614	0	77636
7250614	0	77636
7250614	0	77636
7250614	1	77636
7250614	1	77636
7250614	1	77636
7250614	1	77636
7250614	1	77636
7250614	2	77636
7250614	1	77636
7250614	1	77636
7250614	0	77636
7266367	3	179755
7250614	45	145391
7250614	36	4224
7250630	0	40336
7248393	-381	69590
7248393	504	69590
7247591	-3660	37407
7247591	4252	37407
7247591	2732	37407
7247591	676	278090
7259220	61	291191
7250630	2	219123
7250614	138	365904
7247591	79	176011
7250630	646	431686
7250614	139	13158
7519150	5	347424
7185286	3	188020
7185286	1	146204
7185286	2	48289
7185286	3	42505
7139535	5	248581
7185294	0	203076
7139519	0	386122
7185286	3	187870
7100080	0	278931
7100080	3	278931
7100080	4	278931
7100080	11	278931
7100080	12	278931
7185286	1	227126
7194227	3	165287
7193839	23	524680
7139527	2	370225
7184905	3	401214
7185286	0	518164
7185286	3	233253
7184611	0	166440
7184620	1	322016
7184620	1	347222
7185294	2	273901
7194227	1	494684
7194227	5	436993
7194227	5	418333
7185286	3	127610
7185286	1	170080
7185286	3	464075
7185286	1	401311
7177143	8	165913
7185286	1	24442
7185286	-2793	24442
7185286	5793	24442
7185286	2	493648
7185294	2	45108
7185294	260	45108
7139527	8	484151
7184905	1	351710
7197560	22	348651
7197578	48	280278
7197586	8	69458
7184905	2	7412
7193683	0	266208
7185286	2	276568
7185286	1	89998
7185286	3	314126
7185294	0	273905
7185286	0	416506
7184093	4	429222
7174381	39	11452
7139527	2	534395
7185286	2	327221
7185286	3	409637
7185294	2	236876
7139527	1	499134
7188072	0	112408
7185286	2	181356
7187599	325	106806
7180454	8913	56759
7187599	10887	257264
7187394	8635	59448
7600021	577	528978
7192562	-3	502046
7193118	54	478093
7187599	12	352491
7193111	-18	346294
7193111	-52	346294
7193111	93	346294
7187068	10	29138
7160844	2	116312
7194113	1	499511
7189508	3	57088
7263171	1	395659
7263171	1	201268
7263171	2	496086
7263198	1	87141
7263171	0	424350
7263198	2	428918
7263171	1	12869
7268203	17	217195
7268203	3	217195
7263198	3	459513
7263171	215	457674
7263171	2	457674
7263198	1	234231
7268270	16	99728
7268270	21	99728
7263252	1	459560
7263198	2	196006
7263171	0	378650
7263171	2	103741
7263171	0	493097
7263171	1	122378
7263171	1	188817
7263171	10	204360
7263252	0	392202
7263198	1	60507
7263198	2	130091
7263198	1	320968
7263171	0	349315
7263198	1	324028
7263171	1	532066
7263252	1	42392
7263171	1	488894
7263198	6	474454
7263171	1	404939
7263252	1	323349
7263171	1	476111
7263198	0	386096
7268335	7	306336
7268408	0	271055
7263171	1	350301
7263198	0	511708
7263252	0	46701
7191243	1	125433
7191243	1	125433
7191243	0	125433
7191243	2	125433
7193420	56	163130
7194684	11	417603
7192398	29	258947
7196890	6	144965
7194676	5	404304
7192401	16	418256
7191243	1	46910
7191243	1	46910
7191243	3	46910
7191243	3	46910
7176422	0	519132
7193102	145	198811
7191243	0	272921
7191243	3	272921
7191243	2	272921
7191243	0	272921
7196890	9	245259
7192822	14	124696
7171536	2	532652
7171536	1	532652
7171536	1	532652
7191278	1	10096
7191278	0	10096
7191278	1	10096
7171536	1	190121
7171536	3	190121
7191871	83	420316
7171536	1	106354
7171536	0	106354
7171536	2	105704
7171536	2	105704
7191278	3	44337
7191278	3	44337
7191278	0	44337
7193695	49	499532
7196890	1	445186
7196890	12	445186
7196890	8	65097
7194684	11	389749
7145748	5	289265
7194684	11	185530
7194684	7	252198
7193103	367	81361
7171536	1	218737
7171536	0	218737
7171536	3	218737
7192037	267	380963
7192645	280	371216
7191278	2	359057
7191278	2	359057
7191278	3	359057
7191278	2	380745
7191278	2	380745
7191278	0	380745
7171536	2	29760
7171536	1	29760
7171536	0	29760
7191278	0	166850
7191278	1	166850
7191278	3	166850
7191278	5	106590
7191278	2	106590
7191278	2	106590
7191278	1	106590
7191278	2	106590
7193112	264	523436
7171536	2	342105
7171536	1	342105
7171536	1	342105
7194676	7	187313
7196890	7	330657
7194676	9	306249
7191243	3	432363
7191243	1	432363
7191243	3	432363
7191243	2	432363
7193702	20	377553
7193805	124	33674
7191243	2	463181
7191243	3	463181
7191243	3	463181
7191243	2	463181
7191243	1	204822
7191243	0	204822
7191243	1	204822
7191243	1	204822
7194676	8	521542
7194676	5	286957
7156618	3	352249
7191243	1	414646
7191243	3	414646
7191243	3	414646
7156600	2	239809
7193138	134	465410
7193102	2	336781
7193102	17	511539
7193098	101	193612
7193663	224	528792
7193138	28	348441
7196890	1	61065
7174977	-2	250176
7174977	-5	250176
7174977	49	250176
7174977	25	250176
7194676	11	167559
7194676	3	367060
7171536	3	95908
7171536	3	95908
7171536	2	95908
7171536	1	40117
7171536	2	40117
7171536	1	40117
7171536	1	153470
7171536	2	153470
7171536	1	153470
7171536	2	232268
7171536	2	232268
7171536	3	232268
7191278	3	15112
7191278	1	15112
7191278	1	15112
7191278	3	197348
7191278	1	197348
7191278	3	197348
7171536	0	497721
7171536	3	497721
7171536	1	497721
7171536	1	358301
7171536	3	358301
7171536	3	358301
7192105	19	140293
7191278	2	259424
7191278	1	259424
7191278	1	259424
7171536	3	118867
7196890	9	383326
7171536	2	18229
7171536	1	18229
7171536	2	369505
7171536	2	369505
7196890	12	139860
7166605	2	43084
7166605	2	43084
7191278	3	439704
7191278	3	439704
7191278	2	439704
7171536	2	15742
7171536	2	15742
7171536	1	15742
7198043	-84	307924
7198043	235	307924
7171536	3	384767
7171536	4	384767
7171536	1	384767
7194684	12	122389
7166605	3	20092
7166605	3	20092
7171536	2	211367
7171536	2	211367
7171536	4	211367
7171536	1	208441
7171536	1	208441
7171536	1	208441
7193530	221	445275
7194749	78	74400
7171536	1	87804
7171536	2	87804
7183445	4	1852
7191278	0	93173
7191278	1	93173
7191278	2	93173
7191278	3	514956
7191278	1	514956
7191278	3	514956
7193112	9	476925
7193112	72	476925
7194676	0	358769
7194676	4	483065
7194684	6	38315
7194684	3	364200
7196890	11	286540
7196890	3	423188
7171536	2	525935
7171536	1	525935
7171536	2	525935
7191995	23	102479
7171536	0	128611
7171536	3	401447
7171536	2	401447
7171536	3	388028
7171536	2	388028
7196865	1	75460
7193451	32	325592
7193451	413	325592
7194676	8	319872
7194676	5	398481
7196890	7	300648
7196890	8	536417
7193809	275	128487
7196890	14	42116
7193826	125	16056
7194676	5	493395
7193899	1065	8061
7196890	11	356035
7171536	3	13930
7171536	3	13930
7171536	3	373059
7193818	46	80038
7193685	0	419349
7196890	7	156980
7194676	5	72160
7171536	3	30966
7171536	13	30966
7186223	1	108216
7186223	6	108216
7186223	1	108216
7186223	2	64572
7186223	5	64572
7186223	6	64572
7191278	1	388639
7191278	3	388639
7191278	0	388639
7191243	2	309400
7191243	2	309400
7191243	4	309400
7191243	2	309400
7171536	2	1621
7171536	0	1621
7171536	1	1621
7193695	353	2759
7192999	854	89837
7194676	14	210889
7196890	11	171849
7194676	14	475400
7193116	179	73272
7191278	3	16197
7191278	3	16197
7191278	2	16197
7191278	3	16197
7196890	3	177410
7193020	206	32207
7193515	36	121130
7194676	3	341368
7191243	3	166838
7191243	1	166838
7191243	3	166838
7191243	1	166838
7171536	0	504256
7171536	3	504256
7171536	1	504256
7171536	1	504256
7156618	3	396652
7194684	0	188736
7194676	9	484566
7191243	2	453098
7191243	3	453098
7191243	1	453098
7191278	3	272135
7191278	1	272135
7191278	1	272135
7196890	13	96476
7166605	2	99830
7166605	3	99830
7156600	4	142265
7171536	3	78660
7171536	0	78660
7171536	1	78660
7171536	2	78660
7171536	3	179946
7171536	1	179946
7171536	0	179946
7191278	2	457080
7191278	1	457080
7191278	1	457080
7186223	6	351680
7186223	8	351680
7186223	8	351680
7193580	1	259291
7194684	13	520481
7194684	13	331799
7194684	10	141995
7194684	19	141995
7191278	2	431458
7191278	3	431458
7191278	3	431458
7191278	-2	519201
7191278	3	519201
7191278	1	519201
7191278	1	519201
7191278	1	519201
7191243	2	210371
7191243	1	210371
7191243	0	210371
7191243	0	210371
7192398	28	284566
7194676	13	175951
7196890	9	27373
7194676	7	325686
7192380	138	344586
7191243	1	52942
7191243	3	52942
7191243	2	52942
7191243	2	52942
7237766	0	171912
7196890	8	459613
7193997	0	71581
7194684	5	313296
7191278	0	93540
7191278	0	93540
7191278	3	93540
7191243	3	421473
7191243	1	421473
7191243	4	421473
7191243	2	421473
7191243	2	98799
7191243	4	98799
7191243	0	98799
7191243	3	98799
7171536	2	199817
7171536	2	199817
7171536	1	199817
7193112	10	495089
7191278	1	512283
7191278	1	512283
7191243	4	169052
7191243	0	169052
7191243	2	169052
7191243	1	169052
7195788	320	500854
7194684	10	376640
7194231	113	484033
7193944	72	129175
7196890	5	387773
7166605	0	389173
7166605	3	389173
7193944	281	60628
7191243	1	170197
7191243	1	170197
7191243	0	170197
7191243	0	170197
7191243	1	24248
7191243	2	24248
7191243	2	24248
7171536	2	375223
7171536	0	375223
7171536	3	375223
7191243	1	465709
7191243	2	465709
7191243	1	465709
7191243	1	465709
7193548	53	195267
7194676	7	236257
7196890	9	155573
7186223	4	526823
7186223	8	526823
7186223	1	526823
7196890	12	410217
7193281	2	311611
7194676	11	494344
7192944	18	143251
7194684	14	515051
7194676	12	76734
7193934	20	222956
7194684	11	204096
7194684	10	97857
7191243	1	534431
7191243	3	534431
7191243	2	534431
7191243	1	534431
7185413	3	197107
7191243	2	202837
7191243	1	202837
7191243	0	202837
7191243	1	202837
7194684	3	373585
7171536	4	510811
7171536	0	510811
7171536	2	510811
7171536	1	510811
7193934	41	323827
7191278	1	254863
7191278	4	254863
7191278	0	254863
7193991	69	304788
7171536	2	419359
7171536	3	419359
7171536	3	419359
7171536	0	419359
7171536	-3	105112
7171536	1	105112
7171536	2	105112
7171536	2	105112
7171536	2	105112
7171536	1	42115
7171536	1	42115
7171536	1	42115
7171536	3	42115
7191278	3	238116
7191278	2	238116
7191278	4	238116
7194676	6	256998
7194684	13	99678
7191278	3	352875
7191278	2	352875
7191278	1	352875
7191278	3	174637
7191278	0	174637
7191278	0	174637
7171536	3	463322
7171536	2	463322
7171536	3	463322
7171536	3	463322
7171536	55	463322
7100194	549	260770
7171536	2	119750
7171536	2	119750
7171536	2	119750
7171536	3	119750
7171536	2	379963
7171536	1	379963
7171536	3	379963
7171536	3	451892
7171536	3	451892
7171536	3	451892
7171536	3	451892
7171536	2	416415
7171536	0	416415
7171536	3	416415
7171536	3	416415
7194684	6	426547
7192782	9	456555
7183445	6	256633
7193893	174	144549
7194295	108	70103
7191243	1	477908
7191243	1	477908
7191243	3	477908
7191243	2	477908
7191243	3	381196
7191243	3	381196
7191243	2	381196
7191243	0	381196
7198396	0	485770
7191243	3	48827
7191243	2	48827
7191243	2	48827
7171536	3	222434
7171536	2	222434
7171536	1	222434
7171536	2	222434
7171536	1	193760
7171536	2	193760
7171536	3	193760
7171536	1	193760
7157495	2	78785
7194684	6	41949
7191243	3	199204
7191243	3	199204
7191243	2	199204
7191243	3	199204
7171536	2	234327
7171536	1	234327
7171536	3	234327
7191243	2	201851
7191243	1	201851
7191243	3	201851
7191243	1	201851
7191243	0	311501
7191243	2	311501
7191243	2	311501
7192226	18	65387
7191278	2	417340
7191278	3	417340
7191278	1	417340
7191243	1	13331
7191243	1	13331
7191243	3	13331
7191243	4	13331
7191243	3	282054
7191243	2	282054
7191243	1	282054
7191243	2	282054
7191243	2	140962
7191243	2	140962
7191243	1	140962
7191243	3	140962
7191243	2	267464
7191243	3	267464
7191243	0	267464
7191243	2	267464
7191243	3	516203
7191243	2	516203
7191243	1	516203
7191243	3	282462
7191243	0	282462
